"","시도명","시군구명","도로종류","도로노선방향","경도","단속구분","제한속도","과속단속구간길이"
"18982","03","중구","05",3,128.58208895,"04",50,NA
"18983","03","중구","05",3,128.5949038753,"04",30,NA
"18984","03","중구","05",3,128.599089,"04",60,NA
"18985","03","중구","05",3,128.597431,"04",30,NA
"18986","03","중구","05",3,128.5785183,"04",50,NA
"18987","03","중구","05",3,128.59645993,"04",30,NA
"18988","03","중구","05",3,128.596999,"04",30,NA
"18989","03","중구","05",3,128.595558,"04",30,NA
"18990","03","중구","05",3,128.599686,"04",50,NA
"18991","03","중구","05",3,128.5920047033,"04",30,NA
"18992","03","중구","05",3,128.5914099871,"04",30,NA
"18993","03","중구","05",3,128.597984,"04",30,NA
"18994","03","중구","05",3,128.601898,"04",30,NA
"18995","03","중구","05",3,128.594377206,"04",30,NA
"18996","03","중구","05",3,128.591815,"04",30,NA
"19009","03","중구","05",3,128.589593,"04",30,NA
"19010","03","중구","05",3,128.5915015001,"04",30,NA
"19011","03","중구","05",3,128.582449,"04",30,NA
"19012","03","중구","05",3,128.584084,"04",30,NA
"19013","03","중구","05",3,128.5920203,"04",30,NA
